text,intents
what flights go from seattle to boston via minneapolis,flight
show me flights from pittsburgh to san francisco,flight
list all flights from denver to philadelphia,flight
give me the cheapest flight from dallas to baltimore on saturday,flight
list daily flights from boston to atlanta,flight
show me the last flight from denver to boston,flight
okay that one 's great too now we 're going to go on april twenty second dallas to washington the latest nighttime departure one way,flight
what flights leave charlotte north carolina and arrive in phoenix arizona on monday before 4 pm,flight
list the flights from denver to san francisco after 2 pm on a monday,flight
i 'd like to see flights from baltimore to atlanta,flight
i am interested in booking an early morning flight from dallas into houston and returning in the late evening,flight
show me all the types of aircraft,aircraft
show me flights from denver to philadelphia arriving after 2100,flight
what is airline dl,airline
oh let 's see does eastern airline have a flight from atlanta to washington,flight
i live in denver and i 'd like to make a trip to pittsburgh,flight
information on american airlines flight from washington to philadelphia,flight
how many first class flights are provided by american airlines,quantity
what are the early morning flights from boston to denver,flight
code ff,abbreviation
very well i 'm working on scenario three i 'm interested in a flight on a 727 from washington dc to atlanta georgia,flight
weekday flights from san francisco to denver,flight
i would like one flight from kansas city to st. paul arriving around dinnertime 6 pm,flight
how many flights does each airline have with business class service,quantity
does lufthansa fly between boston and oakland,flight
i would like flights between boston and atlanta on july eleven departing at one in the afternoon,flight
show me the flights that leave on thursday mornings from atlanta to washington and include whether meals are offered and what the prices are,flight
what is the earliest flight from boston to washington,flight
show me first class airlines from san francisco to pittsburgh on next tuesday first class only,airline
how many people fit on a 72s airplane,capacity
what are connecting flights from chicago into seattle on june fifth,flight
show me flights going from san francisco to pittsburgh first class on monday of leaving after 12 noon,flight
show me the flights from atlanta to philadelphia,flight
can you show me the list of flights that fly from washington to san francisco via dallas,flight
i would like to fly the cheapest rate available from pittsburgh to atlanta on wednesday morning,flight
find me a flight from boston to san francisco with layover in denver on united,flight
please show me airlines with flights from philadelphia to dallas,airline
show me the flights from boston to philadelphia,flight
